% Column 0: Length, mm
% Column 1: |E|, V/m
0.00000000e+000	1.26627045e+006	
3.33555704e-002	1.26594247e+006	
6.67111408e-002	1.26561449e+006	
1.00066711e-001	1.26528651e+006	
1.33422282e-001	1.26495854e+006	
1.66777852e-001	1.26463056e+006	
2.00133422e-001	1.26430260e+006	
2.33488993e-001	1.26397463e+006	
2.66844563e-001	1.26040202e+006	
3.00200133e-001	1.25645089e+006	
3.33555704e-001	1.25249984e+006	
3.66911274e-001	1.24854887e+006	
4.00266845e-001	1.24459800e+006	
4.33622415e-001	1.24061022e+006	
4.66977985e-001	1.23658207e+006	
5.00333556e-001	1.23282762e+006	
5.33689126e-001	1.22907326e+006	
5.67044696e-001	1.22531900e+006	
6.00400267e-001	1.22154148e+006	
6.33755837e-001	1.21772895e+006	
6.67111408e-001	1.21391643e+006	
7.00466978e-001	1.21010392e+006	
7.33822548e-001	1.20694457e+006	
7.67178119e-001	1.20461151e+006	
8.00533689e-001	1.20227851e+006	
8.33889260e-001	1.20001939e+006	
8.67244830e-001	1.19778170e+006	
9.00600400e-001	1.19554401e+006	
9.33955971e-001	1.19330632e+006	
9.67311541e-001	1.19106864e+006	
1.00066711e+000	1.18883096e+006	
1.03402268e+000	1.18659329e+006	
1.06737825e+000	1.18435561e+006	
1.10073382e+000	1.18211795e+006	
1.13408939e+000	1.17927678e+006	
1.16744496e+000	1.17510625e+006	
1.20080053e+000	1.17093685e+006	
1.23415610e+000	1.16676859e+006	
1.26751167e+000	1.16260148e+006	
1.30086724e+000	1.15920166e+006	
1.33422282e+000	1.15642308e+006	
1.36757839e+000	1.15364508e+006	
1.40093396e+000	1.15086765e+006	
1.43428953e+000	1.14809081e+006	
1.46764510e+000	1.14531455e+006	
1.50100067e+000	1.14253889e+006	
1.53435624e+000	1.13976383e+006	
1.56771181e+000	1.13698936e+006	
1.60106738e+000	1.13421550e+006	
1.63442295e+000	1.13144225e+006	
1.66777852e+000	1.12872335e+006	
1.70113409e+000	1.12625397e+006	
1.73448966e+000	1.12378460e+006	
1.76784523e+000	1.12131524e+006	
1.80120080e+000	1.11884587e+006	
1.83455637e+000	1.11637651e+006	
1.86791194e+000	1.11390716e+006	
1.90126751e+000	1.11143780e+006	
1.93462308e+000	1.10896846e+006	
1.96797865e+000	1.10652508e+006	
2.00133422e+000	1.10427030e+006	
2.03468979e+000	1.10201561e+006	
2.06804536e+000	1.09976102e+006	
2.10140093e+000	1.09750652e+006	
2.13475650e+000	1.09525212e+006	
2.16811207e+000	1.09299781e+006	
2.20146765e+000	1.09074360e+006	
2.23482322e+000	1.08848948e+006	
2.26817879e+000	1.08623546e+006	
2.30153436e+000	1.08398154e+006	
2.33488993e+000	1.08172771e+006	
2.36824550e+000	1.07947399e+006	
2.40160107e+000	1.07722036e+006	
2.43495664e+000	1.07496683e+006	
2.46831221e+000	1.07271341e+006	
2.50166778e+000	1.07064346e+006	
2.53502335e+000	1.06872801e+006	
2.56837892e+000	1.06681261e+006	
2.60173449e+000	1.06489726e+006	
2.63509006e+000	1.06298195e+006	
2.66844563e+000	1.06106670e+006	
2.70180120e+000	1.05915148e+006	
2.73515677e+000	1.05723632e+006	
2.76851234e+000	1.05532120e+006	
2.80186791e+000	1.05340613e+006	
2.83522348e+000	1.05149111e+006	
2.86857905e+000	1.04957613e+006	
2.90193462e+000	1.04766121e+006	
2.93529019e+000	1.04574633e+006	
2.96864576e+000	1.04383150e+006	
3.00200133e+000	1.04191672e+006	
3.03535690e+000	1.04000199e+006	
3.06871247e+000	1.03808731e+006	
3.10206805e+000	1.03617268e+006	
3.13542362e+000	1.03425810e+006	
3.16877919e+000	1.03234357e+006	
3.20213476e+000	1.03042910e+006	
3.23549033e+000	1.02851467e+006	
3.26884590e+000	1.02660029e+006	
3.30220147e+000	1.02460773e+006	
3.33555704e+000	1.02234739e+006	
3.36891261e+000	1.02008726e+006	
3.40226818e+000	1.01782733e+006	
3.43562375e+000	1.01556761e+006	
3.46897932e+000	1.01330810e+006	
3.50233489e+000	1.01104880e+006	
3.53569046e+000	1.00878971e+006	
3.56904603e+000	1.00653084e+006	
3.60240160e+000	1.00427218e+006	
3.63575717e+000	1.00201373e+006	
3.66911274e+000	9.99755501e+005	
