0.753097302	0	0
0.745338745	0	0
0.704477009	0	0
0.608270898	0	0
0.521375055	0	0
0.485685691	0	0
0.468616865	0	0
0.513099261	19.63318051	0.002633645
0.619132878	21.54667626	0.247163295
0.81361405	21.73335644	0.796042201
0.996716004	21.71970398	1.305172549
1.077405	21.8180933	1.695385719
1.127059768	21.86421974	1.929973176
1.183438618	21.77690245	1.961016929
1.208783238	21.61108373	1.777943767
1.191714412	21.38360234	1.42818987
1.206197053	20.78810092	0.894890247
1.140507934	19.90196392	0.353173411
1.066025783	17.03852412	0.01873974
1.011715881	0	0
0.932578596	0	0
0.907751212	0	0
0.856027497	0	0
0.814131287	0	0
